id,hhb,hbo2,ca,na
10000,9.22711699453271,4.332003012833276,8.781297251223666,2.540571295082592
10001,6.938279907391849,2.980425046421775,9.233365051615312,2.894402696138827
10002,8.86449523299244,5.329897272460161,10.678164902125175,3.940262192503819
10003,7.922287363311797,4.279019552424409,10.368764361321494,4.230413087177738
10004,6.514684205228555,3.2249602843033065,9.093953716739561,3.992722598150981
10005,7.184742437880084,4.590966058546699,11.059644001527243,1.9724486817229692
10006,8.430515502797338,2.373814625077528,8.56882787036011,2.815805290347888
10007,8.897045322901475,4.506703631816071,11.779862280034799,3.4594120709376113
10008,6.767642939868017,4.394558048977691,7.873241269745617,3.503734483553037
10009,9.346152008773714,3.989405886513377,6.485554207226859,2.6348095320058738
10010,10.14078608786598,3.614813608048455,10.191100163840975,5.913667003803395
10011,8.977948411122295,3.217312328416175,5.5484700245453755,3.9357377711948254
10012,9.228244723764428,3.733538620408253,8.814692561496177,2.486581280253857
10013,7.386985787688974,4.0677743344048904,10.695115960953379,1.7564037774430699
10014,10.338822339664702,4.195264698815252,6.534073098756504,2.0048017179634554
10015,4.028787321671891,3.501267142598793,8.530289139129522,5.060861062050202
10016,10.365998885531303,3.275707964074532,8.209442564569013,3.977584264303907
10017,9.172367389303648,3.9329894275691375,7.4447799550257345,2.3249383461046556
10018,10.195775714446652,4.551506826140763,10.839049139530903,2.7879904361818104
10019,7.3173330406362975,3.73380199658679,6.845283913722511,1.0707477305824202
10020,9.461252735194389,3.3076220457963275,8.577893515948025,3.3506308166215497
10021,9.919647998021288,4.890152721442377,8.476835791799761,2.2699600430992484
10022,11.944406453433684,4.780515597185578,11.68604302482558,3.8058270146830457
10023,7.389550614296304,3.996053952013896,11.227399064857249,2.637653819692388
10024,6.076688819016968,5.071434787518277,9.710768060814086,3.238691002586544
10025,10.241922227009356,4.495657189016265,8.38868112535373,2.241507842515303
10026,10.598627343779444,3.07728589955324,6.05704468845809,2.523852223843695
10027,13.722492375332951,5.128164558671718,10.399062056394135,3.898516981265285
10028,2.054575424423032,4.356739201563352,5.158280303447866,3.516512582323436
10029,8.321786385400795,3.827712352215417,8.046846429580937,3.2886665485243975
10030,4.3111991555884766,3.2089052611293476,5.105247543679391,3.0498815146422436
10031,8.50156897831852,3.945572695295218,5.19589452141318,3.3887085753947255
10032,16.129770998006435,4.8872217206367115,9.5561878353258,4.478875915223858
10033,9.294225181533623,3.6327113710571455,9.437873593326714,4.500671703030702
10034,9.196641764268431,3.9028218244183273,9.865859169803528,3.8527468767965574
10035,6.631302218141007,2.859962946595453,9.369696278743044,3.039277630977505
10036,8.292683926941708,4.1822421682622295,7.782716869138605,4.456702347067867
10037,5.8149783533654755,3.8952846048407834,9.619725540325332,3.2834062410028926
10038,10.15707975033476,4.272621142085279,8.147970044417631,3.298118019134094
10039,8.679461831420124,2.9078246973472752,8.749949388226444,3.266779215315578
10040,5.021660920607368,2.7992607319284586,12.311465439854281,3.3357276327068526
10041,7.289881309110449,3.9160388160768433,9.747460861655266,4.553291430250555
10042,7.69237064375137,4.9549206221980535,12.488436704758456,2.7053803098728535
10043,10.84900137234228,3.4366406545330177,8.123624971599915,3.112764009840328
10044,6.693065307380162,4.5966920794050266,11.423479048898841,2.5779229121500093
10045,7.468467474955739,3.831512942066456,8.519234189796336,2.7103700107888775
10046,7.091928810680647,3.8163925101851555,9.74804014522305,3.4858894234706845
10047,7.802150012440262,3.6842632374628375,9.493891370367802,4.3542284039947985
10048,7.232928456515454,3.6068737865169274,8.582673224165216,3.7803591984156477
10049,6.3193253090571,5.443405036313679,9.934169353144238,2.1032374646248373
10050,6.984167161386639,4.387899348033635,10.546493406508219,0.32202068098289766
10051,8.97070956457136,5.128434349447507,9.550442725382586,2.9313824699513646
10052,11.582317804729135,3.777109844718173,8.305206441237306,2.712278700365143
10053,4.607207666131156,4.462283547435936,7.94364567443377,2.872548875680942
10054,7.062024592195795,4.411982557845261,8.801684813742948,4.2473355202278755
10055,6.989485033282589,3.450647308768944,8.275752798162715,5.820801388639373
10056,11.764852662131513,4.911740776234292,9.915683811535082,3.4475297548459904
10057,8.886912314626167,3.7179032600233044,7.450914848089779,4.664750343370693
10058,10.007049911963186,3.8615089109099587,10.81249561606366,3.087735009827523
10059,7.275357163868222,3.585478517706801,8.66688554871364,5.611139940130582
10060,11.704797230253035,3.140932603395838,5.756880919604756,3.0276079774329663
10061,4.0573531927450635,3.5913097595166006,8.80737833406005,2.159925289461571
10062,4.125723729759707,3.105298513936152,6.719776713676699,5.164137831012594
10063,12.436399871014348,4.497105649367318,8.663561759736698,4.406819190223567
10064,7.127581485033557,3.6215965128155156,9.729315521395332,3.8575485842980775
10065,9.014698246340544,3.677442638028688,9.67981512812538,2.5417950372322133
10066,8.268756043963574,3.274182151755358,8.635467903453677,3.983470822417035
10067,7.0988073279173545,3.601013407312088,6.698862894988183,2.7109126596598525
10068,11.129872917637346,4.695295192722134,9.655884879880503,3.519424939303106
10069,9.185534551821908,4.9091265682922245,11.01730731435507,3.513900738699327
10070,6.776328928852559,4.955144093890725,8.722038073360071,3.403265559757139
10071,-0.5054229940401727,4.391843601842707,9.22711540732652,2.7437136558187287
10072,7.371688186955565,4.453975973845919,11.843675256343394,2.5187095791164245
10073,7.877320692780188,4.1491101554591845,9.97892648436987,2.9448479825227123
10074,6.349795264951514,3.903322900250695,8.973068244102947,3.304039481724837
10075,7.905467586467995,5.072733319814231,11.104911875772544,1.1062215906546249
10076,8.308602051636102,3.7758137710965913,9.776683024025628,0.9102064936820018
10077,8.096346358027802,4.066216056837776,9.711930974928894,2.0573547999063386
10078,10.591334795231537,3.56397812804765,10.752073832561521,3.2504941941914773
10079,7.797614173446503,3.7753837141936453,10.041585860816896,2.564458170338248
10080,6.647598288128842,4.108536279889217,9.960831425870676,3.8876761689852293
10081,7.069160571578502,4.166498271818802,6.919208488586979,2.8890697918084363
10082,11.41438437020794,5.251559873567744,10.87536507325785,3.231973340355302
10083,7.211638683184691,3.620244886069899,8.631619750407832,0.8204062809410833
10084,5.966653330008929,4.016225656850512,7.649828446399036,4.218759380691813
10085,11.312249424603843,4.19496887760905,3.4558495080575318,5.033769342328981
10086,11.104238120101826,3.8977106237876074,9.410304871051599,2.4443681770143604
10087,9.431663161709745,4.4361063470096225,10.793948108611406,3.44023573106333
10088,4.966854016931475,3.155936968684314,8.52358912174509,3.2282282394013073
10089,9.902478041166235,5.292804504907408,8.899032714219206,2.1051385445556234
10090,10.356555067572534,3.7162874477650134,8.560187180326183,2.8369056989843267
10091,3.6807188556267376,2.866746002814613,7.1350019903395605,0.9021053098326007
