,hhb,hbo2,ca,na
0,5.562315826994009,4.361221752429529,8.635614156634702,4.12217458715848
1,0.05719294735064853,3.0254149064897335,6.923378866143121,4.436183054215296
2,10.72759448950568,2.9511148293728082,8.425033982972444,4.997926884791514
3,5.64146535470578,3.9688119981205476,4.951271079476648,4.481183099429305
4,11.869499882878262,4.523872334371079,10.51498438460552,2.7083340156320483
5,9.381763284234795,4.135512775649627,8.996157588510831,5.9187287871131575
6,7.943221007028093,5.407932350757972,3.139280855929522,2.4433374211586893
7,8.092855259178865,2.098831818243779,11.508250452338157,2.4513350466640387
8,7.42498064263751,2.808325543592526,2.225789325202845,2.3105038351170766
9,8.749774270264357,4.083685242548812,6.800207343754086,4.189123327159167
10,13.160914041335571,4.190123363684019,14.304506706237241,1.8381430432672334
11,11.932513656966043,5.226837421713226,8.151864699933212,4.160976323780163
12,9.948355181959448,2.82862402693231,8.627583245262727,2.949020342003099
13,11.530754691891891,4.057033231621848,7.873777401256039,2.0994598920122542
14,10.909714350105212,5.086518502186352,11.004934610915898,3.5485788366403006
15,4.683695833177168,1.8768329894237201,11.045277761913889,1.4500629522762745
16,8.136353814440922,4.656096000854147,9.284285705685198,5.140521338838591
17,4.830574448535103,5.128005069841147,3.7541102609913946,2.761907930439345
18,4.010852979393235,3.401155382700485,11.089339839529138,3.6900059860005445
19,13.218897181238432,4.361847093673716,11.055950489072972,4.657737690828523
20,8.209844191015286,5.396936559658822,6.834754938998846,2.100708467277497
21,11.497449707756738,3.8121462184694703,13.638885108632563,3.6804000774964143
22,5.735541026034758,5.092626747039297,12.077678108987076,2.2142335300259286
23,6.979087499542604,2.6731308708833676,10.85087147108936,1.127713842187369
24,7.107189227146296,3.509818835967668,7.7862411624929155,0.6512086554977166
25,9.75566203604812,3.5789285512969764,9.313565220051725,0.14264524671378698
26,8.058549568619261,4.59521095782382,9.197299068199667,3.2241953682333073
27,11.86941443377691,3.9003360564592002,9.085028758558717,4.9590403827539715
28,6.8193920459497575,2.481321339610235,11.724275029322927,4.780409354665921
29,10.867730117844328,4.999827218527398,1.2077037810394908,3.779552669544958
30,6.979564402957174,4.009030485521425,10.870871430934217,3.7050451472793577
31,0.24602514677475307,4.259624551251745,11.362990106466487,3.009969743467723
32,8.676976556040104,4.208265331147299,14.606919251118155,3.712088659495268
33,7.873097054615208,4.488265950247607,12.25485132476761,0.006902538269177083
34,1.712744077072695,5.458099008136491,12.443009925254657,3.2352273241788194
35,11.427712660787444,4.7701825491423895,15.55804885778399,5.039389026214276
36,11.422911475132151,3.4156968263915544,8.47206897228039,3.771355276067826
37,6.957185554110367,4.651973427206121,12.791101943069997,1.7738357095954616
38,6.927865815788511,5.001546865867846,8.328427921505014,2.791820662789781
39,1.4824502990472062,5.359237627195759,11.258079393205945,-0.34957720255546787
40,5.973451626025034,3.963853256325617,6.231983024967542,1.8016594614670938
41,8.845878470184633,3.7387632212650175,9.33528098524482,1.7151357863820964
42,8.032321857296582,4.3399503908214685,6.2510632330932445,3.3563989442895834
43,11.585868869078078,4.060053078717099,9.368663397991373,5.423591903798972
44,11.856229126720557,5.4938158737699165,12.575599380589669,0.6139108092213676
45,6.347095032382142,2.5118197226451007,13.559651181154381,2.5864180037471893
46,5.564902405896424,2.9989457914487576,6.465631177747611,4.468777723684262
47,4.440379672289365,3.4207647870228777,10.598165249949567,-0.11038482683131684
48,10.102790700622316,0.17913778741167952,5.92149535030853,1.6378306553981867
49,10.322549596848713,4.518433462001907,12.70840474438253,5.386590641462435
50,10.819704532421758,4.5833975219445335,8.016779791802078,2.0776224984055056
51,3.3563749549718342,3.5250486525287505,10.541317582219845,2.645384893930974
52,8.81536986870417,1.7148954086314947,7.083189825838468,5.590840918099237
53,9.759979445369199,3.7035721866834406,11.880575493865642,3.3844291333753613
54,7.729975808299438,1.9739176190408383,5.962115483377114,0.9006235941647001
55,7.678374835025085,4.707163357242616,6.859160795692023,6.849776528416622
56,1.875210906247644,3.7888399047597208,5.985344952458265,2.168984528029024
57,8.503771764245379,4.696796072351833,8.18226609073254,5.206710027440743
58,7.058788091142916,2.446643367379389,11.200004934073078,0.23832779294981354
59,7.065781047367475,4.814806232615059,10.544227469730199,3.691742891976964
60,9.518443499584695,3.702788259813378,7.796639122883601,3.5061110347371147
61,6.336160234054366,2.620942376271286,9.572165541582201,5.587390661650861
62,4.964670638074456,3.8027728752316925,5.4003667176127115,3.878315167450146
63,7.65565664966755,3.990574327070841,7.382154504588167,-0.13292443575956364
64,15.76097808677826,6.085930335111968,5.863417980197294,3.1977081519055393
65,12.892154807651288,4.0756983431288125,16.03800451176224,1.3410546686986635
66,10.547461766675012,2.2575072370638214,13.062848327398362,3.132017002753636
67,12.973480127827417,4.461666520180312,8.786415043011182,0.6933410703473588
68,4.975589489645188,3.879024337083499,6.479655382010872,3.2117068021683854
69,12.139934019532927,1.752786719708301,7.474989959532781,2.286386957330765
70,5.193769455430287,1.9169802982342974,6.741984266148483,-0.15210450825324967
71,9.157477218808898,6.164347633888219,8.84480514065559,5.510541247946941
72,12.005651542589172,5.100775690207639,9.051425060340604,3.2413908170213825
73,3.6279012385295535,4.226124048276267,-0.4252833026338053,0.6079552306235974
74,5.338447162828608,3.0715427364808487,14.30349695588992,4.440158622872657
75,8.752059994094713,5.1301029509218585,8.45474230198254,5.330746468370845
76,6.801487046065202,3.4896186867223777,4.429544383730537,1.9568365427460286
77,7.260885085757572,5.54628231827846,10.994007837643487,3.7267682728996103
78,11.459332445283232,4.96019671275218,12.799907308607011,1.3517981405229211
79,5.472473302290138,4.386786476084866,13.922531208387406,1.1900946613076606
80,9.364207054921687,4.378630225291221,9.338524539093507,2.4656708524593034
81,10.294484254730577,4.665824716000661,7.590322798679891,0.43771258158622794
82,9.255520922655037,4.307565765642269,5.1105228161318355,2.0800001671009354
83,4.244865316035949,4.491020258244871,13.578096728842494,4.290680630412544
84,7.25310460370732,3.4986525036165625,10.820712113703811,4.889627095638287
85,2.924111593844743,2.0865031634042057,6.7655979347395245,3.7129703385690958
86,14.275012602622345,2.735782106228375,6.049003063843225,3.680423848327245
87,7.182147467534205,2.0999448640600704,11.698254008079713,-0.1519919610672075
88,7.526801056855942,3.69832202032962,13.738406261837106,5.024543771439481
89,6.72508792770216,5.190557101900459,2.8019653129523805,2.3992162320448926
90,10.165240484639632,2.7886597694663617,5.6656278008972825,1.357854629275471
91,12.467793122457982,3.084330659426913,13.85049951940976,4.497673889123217
92,7.041131077413389,4.470087474774908,9.110060230790188,0.06265151321372547
93,9.027111268909833,2.5668580913128913,3.9893305359915425,3.668616534677173
94,6.564496713008565,3.7314465450708107,5.292326328576516,6.961673552882994
95,6.281446160594184,3.0460434568233126,5.816506760362293,4.156088015232779
96,7.48418796614533,4.363720323129623,8.335058990260952,2.376347476982315
97,0.06283620830829978,3.0488881870513764,9.49720566905412,1.1901341599584356
98,8.27506427836174,3.65315125787561,11.58388147344094,2.1085389578512466
99,8.954253907617968,4.649577356624561,8.15750000446759,0.9503828683376419
100,10.096236186661677,5.190215867683241,13.260804630601017,7.4703247600003895
101,5.794375130009211,4.160991581739069,8.469754088331849,0.80497725783254
102,8.994435677413946,4.356876488473062,5.744221643305433,3.5970978693357196
103,8.485409341126948,4.889943175522647,4.014071021959997,3.302600681117157
104,11.903602026997165,2.0664669803097815,12.476092773211844,2.960885861912054
105,10.682524173170922,3.1364230274401246,8.861030507037427,5.081613259257669
106,13.068839446236472,4.431659807484735,3.75235094851734,7.328466889604156
107,12.15431045211239,2.8674224829106394,13.595229708120952,2.5683089162347246
108,7.973445488025728,3.087942504265973,5.456338891181385,4.707090329463195
109,9.452897541712941,4.884794283436807,6.245136674783514,2.684607338838541
110,11.690689891315705,2.20376086641881,14.000713764112653,4.689624154156811
111,13.41079487746621,3.1205798488930534,2.782003036258413,1.5921699884597962
112,5.580633408358099,1.6144449896890087,14.526258664816583,1.6497220675799111
113,10.279853516054466,5.298026841784609,15.497946850625048,2.4049331787221457
114,8.583792557792812,4.7301212933774925,11.929725910585114,2.5708312095657897
115,10.347421223670027,5.03429866349041,8.886789762793649,5.669058611721665
116,3.00802964479378,5.206638371093326,9.035726838363543,2.693205784442698
117,12.371735152511075,4.7661783374991336,9.973782645248885,2.48541356856192
118,8.785351012287718,3.7714630609878483,11.38866916529465,1.2191804269101338
119,7.327646151474331,4.731990923043123,10.939029352206013,8.201658299338346
120,6.000298245183246,3.586145660224548,3.360873980176647,3.46838760087606
121,7.550971822585711,4.115553301573273,5.280958120426585,1.4789332053495248
122,8.992958086033731,3.645991741629266,11.072549580459766,-0.28175052209446416
123,10.14599169801969,5.393258835623546,8.939123493136153,1.6801644422158892
124,8.350130147461718,3.6604004220076414,1.2334545104425176,0.058371640940399816
125,6.342032451526912,5.3483510449815945,6.882195918300026,0.8548202981679407
126,10.795490765690243,4.669287135842627,7.516480477735515,1.5634116868988033
127,13.20316336769693,3.8206354450990156,7.787742419653126,6.026226243075692
128,1.4155929631187263,2.9304674462461437,6.140344951875933,-0.18124521707542038
129,10.051877481927615,5.1989363169993945,16.01004748533969,0.678040956288247
130,7.656860851377583,4.030092578843998,7.5916060213418195,0.6822663382909102
131,13.330487542713877,3.704297113576141,6.151324461573862,3.262477610874186
132,7.79869284283972,3.211995830004344,7.8901748726844385,2.5817876869942396
133,5.33733552770835,3.7506916505886156,8.836074894069396,0.9977410884904407
134,9.48964443045324,5.505114488775742,8.333223059940421,0.03995150573060119
135,7.392927785856144,4.062625774705381,8.067485190715157,2.505761215913689
136,10.891684286756812,5.185090500363683,5.41434881402458,6.216080071427801
137,9.72259021081567,1.711791177250936,9.417500725925683,3.59162558635471
138,13.200905057947152,4.301546903219335,9.670982126495984,0.19628919054572314
139,9.600851615344212,2.666945938087103,9.415692907613776,3.411979552267326
140,3.8910596667726534,3.20271538223256,12.087158496428373,1.7172720024852168
141,7.517924996917647,3.314709039668263,10.082735938438619,1.1539315417570848
142,8.152257623403543,4.209471579914648,7.627524738075678,-0.0986095299619861
